CPM	Cost Per Click	Cost Per Link Click	Relevance Score	industry	CTR	Daily Budget
944.0681835	182.4411765	223.5315315	2	Technology	0.52	6176.54
981.9025522	302.2857143	423.2	2	Technology	0.32	1931.07
1072.57226	234.4545455	343.8666667	2	Technology	0.46	7411.85
1335.463259	418	418	2	Technology	0.32	2290.47
1134.326157	207.9189189	272.3185841	2	Technology	0.55	6063.04
788.4724267	211	278.52	2	Technology	0.37	7815.81
1063.410792	200	284.2105263	2	Technology	0.53	6929.19
1090.050192	147.68	263.7142857	3	Technology	0.74	1820.24
961.7063492	173.1071429	242.35	3	Technology	0.56	8522.67
1002.789586	124.4340659	169.0074627	3	Technology	0.81	6085.42
1286.28073	270.3333333	324.4	2	Technology	0.48	2175.64
1619.550859	613	613	3	Technology	0.26	2634.4
1729.59467	239.6153846	239.6153846	3	Technology	0.72	2082.24
803.8296816	60.09512761	77.78078078	6	Technology	1.34	7123.7
913.1850244	112.2	187	4	Technology	0.81	12215.91
962.4664879	102.3710938	139.3989362	5	Technology	0.94	7123.75
902.9247044	145.1	207.2857143	4	Technology	0.62	9560.21
855.8446923	76.74074074	113.0181818	6	Technology	1.12	1784.78
1222.647528	182.5238095	255.5333333	3	Technology	0.67	2098.14
814.9956632	101.8875502	138.6338798	5	Technology	0.8	7139.12
900.185701	102.0526316	161.5833333	5	Technology	0.88	10086.53
1168.039539	177.25	236.3333333	4	Technology	0.66	2776.32
1437.31919	104.5964912	156.8947368	5	Technology	1.37	1886.88
743.5939825	118.3684211	149.9333333	4	Technology	0.63	8634.28
1041.651171	133.3809524	186.7333333	4	Technology	0.78	1874.07
977.7522703	107.6654275	154.0531915	5	Technology	0.91	7093.11
977.9651795	179.75	199.7222222	3	Technology	0.54	1874.07
1055.760558	111.9565217	156.0606061	5	Technology	0.94	1882.58
988.7218045	175.3333333	210.4	3	Technology	0.56	12934.49
1023.20442	154.3333333	308.6666667	4	Technology	0.66	2883.1
932.3843416	112.2857143	196.5	4	Technology	0.83	9588.07
981.9924484	147	187.8333333	3	Technology	0.67	9845.59
1001.32626	377.5	755	3	Technology	0.27	3285.13
1005.108557	147.5625	214.6363636	3	Technology	0.68	10179.85
1168.262411	122.0185185	178.0810811	4	Technology	0.96	1832.37
789.2539964	107.9392713	145.6885246	4	Technology	0.73	7108.34
911.4708922	81.41538462	112.5957447	6	Technology	1.12	1788.65
908.9549448	124.6666667	147.3333333	4	Technology	0.73	1935.61
1015.568862	169.6	242.2857143	3	Technology	0.6	2316.2
946.1098596	176.1290323	210	3	Technology	0.54	1986.97
891.297099	111.375	140.6842105	4	Technology	0.8	1986.91
623.5547304	47.21086262	104.0633803	4	Technology	1.32	6027.58
650.5650343	54.37037037	146.8	4	Technology	1.2	1160.65
697.2391203	39.73333333	96.12903226	5	Technology	1.75	1232.84
646.5384615	47.35211268	112.0666667	4	Technology	1.37	1120.38
464.984552	48.375	112.875	4	Technology	0.96	1135.19
653.7200504	48	99.69230769	4	Technology	1.36	1155.55
999.4089398	58.30603448	150.3	7	Technology	1.71	9202.82
808.1676518	15.36934307	24.25806452	10	Technology	5.26	34939.53
391.1368015	11.66666667	15.61538462	9	Technology	3.35	4520.84
551.2595196	15.94915254	22.4047619	8	Technology	3.46	4520.84
439.7408207	14.54285714	19.20754717	8	Technology	3.02	4442.9
499.5121951	12.48780488	17.3559322	9	Technology	4	4442.9
482.1944177	17.89285714	29.47058824	8	Technology	2.69	4442.9
479.1064389	13.70676692	18.47635135	8	Technology	3.5	24110.32
402.1603656	12.57142857	18.61538462	9	Technology	3.2	4601.14
428.0270957	12.96153846	19.0754717	9	Technology	3.3	4442.48
528.9389068	13.52054795	16.18032787	9	Technology	3.91	4520.42
825.6026121	111.6493506	144.487395	3	Technology	0.74	7378.68
1077.055096	139.0625	176.0791367	3	Technology	0.77	7634.94
827.6690564	120.6666667	154.7681159	3	Technology	0.69	7362.21
898.7425546	169.75	239.6470588	3	Technology	0.53	8457.17
861.3885505	130.962963	176.8	3	Technology	0.66	2210.64
1002.371073	187.8888889	281.8333333	3	Technology	0.53	2521.61
917.6192062	123.4129353	155.0375	4	Technology	0.74	7329.55
850.627487	120.826087	185.2666667	3	Technology	0.7	9845.66
854.7156852	113.1291866	143.2969697	4	Technology	0.76	7345.82
766.8416133	118.5111111	138.5194805	3	Technology	0.65	7479.07
936.5043751	134.6451613	181.4782609	4	Technology	0.7	2222.56
926.7269918	110.0174672	144.7931034	4	Technology	0.84	7362.21
813.4912978	120.4571429	153.8686131	4	Technology	0.68	7462.21
864.654333	134.5454545	170.7692308	4	Technology	0.64	8611.68
907.0152472	129.4340659	162.462069	3	Technology	0.7	7378.74
1120.957023	168.6666667	230	4	Technology	0.66	2175.64
975.9265125	140.0454545	220.0714286	4	Technology	0.7	2006.25
1020.138889	293.8	489.6666667	3	Technology	0.35	2609.39
818.8693197	110.239819	143.3117647	4	Technology	0.74	7329.55
856.6148453	121.5189189	150.8791946	4	Technology	0.7	8371.25
970.8502024	149.875	199.8333333	3	Technology	0.65	9213.12
807.5980392	125.5238095	164.75	4	Technology	0.64	8544.75
715.8574921	110.7837838	132.2258065	3	Technology	0.65	2119.71
934.6358792	154.7647059	292.3333333	3	Technology	0.6	2210.64
1124.268503	192.1176471	251.2307692	3	Technology	0.59	8611.68
1161.484919	125.15	131.7368421	3	Technology	0.93	2418.09
753.3039648	147.8918919	171	3	Technology	0.51	9036.43
723.9138611	180.922	308.7406143	2	Technology	0.4	42083.37
1308.278176	248.7758621	294.4693878	3	Technology	0.53	12015.61
765.0594826	188.4418605	340.7803738	2	Technology	0.41	43758.33
1134.205058	221.5742574	269.626506	4	Technology	0.51	10994.28
701.0453773	173.6482122	309.7798354	2	Technology	0.4	41684.47
624.6165553	167.3057325	291.8555556	2	Technology	0.37	41293.07
971.1523221	47.31274131	180.2058824	7	Technology	2.05	8885.48
1068.637804	42.16666667	101.2	9	Technology	2.53	22406.87
916.6595508	26.05582524	49.01826484	9	Technology	3.52	20410.22
847.5859893	18.8271028	28.88172043	9	Technology	4.5	12569.71
871.7840574	21.53125	33.8852459	9	Technology	4.05	12569.71
788.4599487	17.53308824	28.05294118	9	Technology	4.5	12343.9
836.3344755	23.60493827	34.86930091	9	Technology	3.54	13299.56
734.0833546	26.1	46.30645161	9	Technology	2.81	13473.41
973.75	28.15662651	57	9	Technology	3.46	14023.35
617.3978693	23.36507937	36.43564356	7	Technology	2.64	13606.81
542.160949	35.6	112.7333333	5	Technology	1.52	6218.5
727.1407837	45.54545455	71.57142857	7	Technology	1.6	3529.97
731.9970304	24.65	49.3	7	Technology	2.97	2996.37
669.7159364	23.98275862	40.91176471	8	Technology	2.79	2684
546.5608466	21.9787234	38.25925926	8	Technology	2.49	2712.51
574.8259861	21.08510638	39.64	8	Technology	2.73	2831.74
611.1584327	14.64285714	23.91666667	8	Technology	4.17	2712.25
747.826087	26.875	47.77777778	7	Technology	2.78	3142.54
677.8874057	19.14754098	36.5	8	Technology	3.54	2684.25
599.0725126	24.5	37.39473684	8	Technology	2.45	2629.22
625.5102041	21.50877193	40.86666667	8	Technology	2.91	2831.74
691.4153132	44.7	99.33333333	5	Technology	1.55	1335.17
525.5314922	40.07575758	120.2272727	5	Technology	1.31	1145.28
708.2551595	50.33333333	188.75	5	Technology	1.41	1552.34
756.8888889	43.66666667	170.3	5	Technology	1.73	1415.74
590.5511811	32.14285714	150	6	Technology	1.84	3435.52
377.8016289	13.85185185	18.93670886	8	Technology	2.73	8329.02
536.5831843	14.56067961	20.47440273	8	Technology	3.69	8483.26
583.1202046	21.04615385	36	7	Technology	2.77	8809.54
614.9825784	13.57692308	23.53333333	8	Technology	4.53	2078.13
647.5770925	14.7	24.5	8	Technology	4.41	2300.57
527.0209915	14.21686747	21.07142857	8	Technology	3.71	1630.78
459.2198582	12.76760563	16.33333333	8	Technology	3.6	1571.12
454.2372881	10.72	17.86666667	7	Technology	4.24	2526.12
522.9681979	13.63157895	18.1754386	9	Technology	3.84	1684.08
387.6404494	9.857142857	17.25	8	Technology	3.93	2129.65
442.3611111	11.7962963	15.53658537	9	Technology	3.75	1552.34
526.4900662	12.72	16.73684211	8	Technology	4.14	3435.84
389.8739165	10.41578947	13.93661972	9	Technology	3.74	1590.67
409.5744681	11.17098446	15.62318841	8	Technology	3.67	1561.75
435.361973	12.29775281	16.3358209	8	Technology	3.54	1580.91
551.2528474	12.73684211	18.61538462	8	Technology	4.33	2342.4
470.39801	12.52317881	17.50925926	9	Technology	3.76	1610.4
486.6700201	16.53846154	22.24137931	8	Technology	2.94	1610.55
681.184669	18.61904762	30.07692308	8	Technology	3.66	2551.37
534.6177002	30.62068966	46.73684211	6	Technology	1.75	9348.9
525.9622982	20.70888889	30.45424837	7	Technology	2.54	8866.37
594.9862906	22.01449275	37.975	7	Technology	2.7	9477.85
689.516129	48.85714286	114	6	Technology	1.41	10653.4
771.3987474	30.79166667	52.78571429	5	Technology	2.51	2280.42
710.2983638	28.38461538	67.09090909	6	Technology	2.5	1952
551.5191546	23.19444444	34.79166667	6	Technology	2.38	1853.87
582.9170829	19.45	25.36956522	7	Technology	3	1867.3
532.6633166	35.33333333	63.6	6	Technology	1.51	2112
573.5294118	25.23529412	33.86842105	7	Technology	2.27	1695.16
550.6003431	22.13793103	37.76470588	6	Technology	2.49	1777.16
521.1652253	20.0877193	29.35897436	7	Technology	2.59	1777.16
674.015748	71.33333333	107	5	Technology	0.94	2551.37
627.8089888	20.31818182	29.15217391	7	Technology	3.09	1717.92
561.4203455	29.25	48.75	6	Technology	1.92	1867.3
732.6233184	27.80851064	52.28	6	Technology	2.63	1827.57
473.1861199	22.72727273	31.25	6	Technology	2.08	2112.2
547.6588629	19.55223881	26.2	7	Technology	2.8	1853.7
566.1572866	24.11111111	36.16666667	7	Technology	2.35	1717.76
1200.539875	36.18404423	409.0089286	5	Technology	3.32	6544.14
710.462028	134.8035915	229.6558317	2	Technology	0.53	45913.04
694.5371911	124.6068759	198.9546539	3	Technology	0.56	45913.04
608.6117418	129.4034483	258.8068966	2	Technology	0.47	45913.04
668.3447617	104.0540541	208.1081081	3	Technology	0.64	93727.81
699.8440891	99.36245955	154.2864322	4	Technology	0.7	91034.48
925.7705475	54.41736876	81.83820663	4	Technology	1.7	23991
679.792592	22.83297645	280.6052632	8	Technology	2.98	18846.9
825.8627125	23.26864245	267.4615385	8	Technology	3.55	18846.9
1762.135581	34.33812457	635.0379747	4	Technology	5.13	14703.83
1316.226944	36.41731266	397	4	Technology	3.61	14831.69
868.7150838	21.32274247	36.53581662	9	Technology	4.07	8483.26
588.0253767	28.51923077	51.13793103	7	Technology	2.06	1101.23
530.0968389	27.79865772	51.56016598	8	Technology	1.91	8535.95
627.9475983	31.26086957	62.52173913	6	Technology	2.01	1087.14
578.9249147	27.14	43.77419355	7	Technology	2.13	1152.97
582.9103215	23.75862069	40.52941176	7	Technology	2.45	1087.29
689.5475819	36.83333333	442	6	Technology	1.87	15616.91
607.7294686	28.59090909	46.59259259	7	Technology	2.13	1108.34
1003.602305	36.98230088	58.85915493	8	Technology	2.71	7677.59
650.3416856	47.58333333	95.16666667	5	Technology	1.37	1130.21
656.9037657	59.80952381	78.5	4	Technology	1.1	998.65
775.4998734	41.97260274	68.08888889	5	Technology	1.85	8431.21
547.0473718	44.36842105	70.25	5	Technology	1.23	1122.82
558.0597746	35.59375	75.93333333	5	Technology	1.57	1080.3
617.8244663	43	68.02985075	5	Technology	1.44	8084.05
631.3454904	34.62162162	53.375	5	Technology	1.82	1122.82
668.592437	43.89655172	74.88235294	5	Technology	1.52	1067.03
999.1914291	37.73282443	53.72826087	8	Technology	2.65	7634.93
662.0651574	38.67741935	66.61111111	5	Technology	1.71	1080.45
526.5459088	24.43478261	36.65217391	6	Technology	2.15	987.31
550.8842176	53.25806452	97.11764706	5	Technology	1.03	8982.27
687.515549	59.60490196	102.0083893	4	Technology	1.15	4342.64
628.594519	58.61979753	101.7832031	4	Technology	1.07	3711.31
551.5467659	68.69717514	113.4272388	3	Technology	0.8	4304.21
561.2366231	26.97142857	52.44444444	6	Technology	2.08	1094.22
657.7287066	69.5	69.5	5	Technology	0.95	1193
682.9659319	43.69230769	77.45454545	6	Technology	1.56	1010.54
490.0542495	41.06060606	69.13265306	6	Technology	1.19	8589.3
534.0453939	31.57894737	60	6	Technology	1.69	8643.32
537.4937091	39.55555556	56.21052632	5	Technology	1.36	9223.41
533.5735736	32.34466019	55.75732218	7	Technology	1.65	8036.77
670.6219313	21.85333333	33.44897959	9	Technology	3.07	23694.62
496.1133973	13.07228916	18.70689655	9	Technology	3.8	23694.62
727.7227723	27.22222222	49	8	Technology	2.67	24110.32
604.062872	59.97001499	94.03718743	5	Technology	1.01	16923.08
662.2207573	56.59163987	94.01709402	5	Technology	1.17	16923.08
602.9165326	140.3923422	261.2137203	3	Technology	0.43	23760
824.7110313	217.0590717	285.7944444	3	Technology	0.38	2680.2
800.0573723	28.55631399	45.47282609	8	Technology	2.8	8535.95
1009.361009	30.24390244	63.58974359	7	Technology	3.34	9101.25
536.0824742	66.85714286	93.6	5	Technology	0.8	1152.97
1049.365303	46.5	82.66666667	7	Technology	2.26	10736.63
450.6651885	33.875	47.82352941	6	Technology	1.33	1145.28
573.7439222	44.25	64.36363636	5	Technology	1.3	1137.54
461.4609572	29.5483871	61.06666667	6	Technology	1.56	1130.21
508.7548638	24.9047619	52.3	6	Technology	2.04	1408.13
534.4827586	29.0625	51.66666667	6	Technology	1.84	1209.8
587.8693624	44.47058824	68.72727273	5	Technology	1.32	1201.34
575.255102	45.1	90.2	5	Technology	1.28	1291.67
518.2575272	36.77272727	53.93333333	5	Technology	1.41	1101.23
474.1873805	31	82.66666667	6	Technology	1.53	1605.31
1069.111052	202.65	337.75	3	Technology	0.53	788.84
1736.423841	218.5	393.3	2	Technology	0.79	881.96
1147.996058	211.7878788	303.8695652	2	Technology	0.54	860.87
1160.282258	164.4285714	230.2	2	Technology	0.71	1141.21
366.7643251	69.6828479	199.3703704	2	Technology	0.53	38986.72
433.8373532	71.80585106	186.2	3	Technology	0.6	30539.6
567.7424494	41.12676843	71.67331711	5	Technology	1.38	14104.75
433.3161063	63.20842572	141.1237624	3	Technology	0.69	59108.9
738.1507382	53.77358491	211.1111111	4	Technology	1.37	43628
459.0669014	86.91666667	231.7777778	3	Technology	0.53	60408
834.6049399	32.35087719	58.14414414	8	Technology	2.58	7990.05
649.0636704	57.76666667	101.9411765	5	Technology	1.12	1022.57
533.2922318	30.89285714	64.07407407	6	Technology	1.73	1016.52
669.5586571	32.27272727	50.71428571	6	Technology	2.07	1016.52
596.9263011	37.97777778	63.2962963	6	Technology	1.57	1010.54
641.7910448	39.92857143	67.08	6	Technology	1.61	1047.37
571.6244003	40.68292683	69.5	6	Technology	1.41	1034.75
501.6105417	37.23913043	68.52	6	Technology	1.35	1010.54
644.5683698	55.69621273	92.52878179	4	Technology	1.16	26961.7
437.3074832	54.69688385	95.11330049	4	Technology	0.8	6607.65
584.373765	83.19373614	146.7789731	2	Technology	0.7	40248.8
1792.760087	79.64976959	640.1481481	5	Technology	2.25	1537.86
1151.562127	185.7115385	438.9545455	3	Technology	0.62	825
656.4659427	14.30107527	21.11111111	10	Technology	4.59	23293.02
789.580172	17.94252874	43.36111111	9	Technology	4.4	24540.86
822.7040816	21.5	33.94736842	9	Technology	3.83	23293.02
437.7457405	12.84615385	18.55555556	9	Technology	3.41	3123.05
473.75	13.06896552	17.22727273	9	Technology	3.62	2961.52
614.4200627	17.81818182	30.15384615	9	Technology	3.45	3067.71
1705.169113	74.22222222	501	4	Technology	2.3	1903.85
1397.455278	71.10897436	241.1521739	6	Technology	1.97	1508.57
1513.510569	65.52358491	252.5636364	6	Technology	2.31	1505.7
1832.31538	61.97183099	488.8888889	6	Technology	2.96	1477.61
1472.007423	56.31952663	380.72	6	Technology	2.61	1656.9
1621.510803	58.09039548	541.1578947	6	Technology	2.79	1526.01
1638.292086	158.5263158	401.6	3	Technology	1.03	1200
1448.526978	175.04	875.2	3	Technology	0.83	1440
1698.088039	65.09659091	477.375	6	Technology	2.61	1603.24
1295.977011	150.3333333	325.7222222	3	Technology	0.86	951.92
1874.752475	64.18644068	658.6086957	5	Technology	2.92	1619.63
1654.614983	158.65	317.3	4	Technology	1.04	942.86
1352.705411	160.7142857	421.875	3	Technology	0.84	1100
2052.45478	66.19166667	2647.666667	5	Technology	3.1	1667.37
1186.924939	147.06	319.6956522	3	Technology	0.81	1002.53
1317.817014	164.2	547.3333333	3	Technology	0.8	1241.38
1835.679881	65.62251656	619.3125	6	Technology	2.8	1636.36
1104.243989	159.1395349	325.8571429	2	Technology	0.69	804.88
1614.878751	78.58	476.2424242	4	Technology	2.06	1559.06
989.6056252	170.3684211	308.2857143	3	Technology	0.58	876.11
1029.416441	166	308.2857143	3	Technology	0.62	851.61
1143.526106	148	348.8571429	3	Technology	0.77	1164.71
1015.613911	143.1	286.2	3	Technology	0.71	1409.25
1291.340906	145.9	312.6428571	3	Technology	0.89	1079.02
2028.506641	69.32103321	695.7777778	5	Technology	2.93	1485.93
1152.745327	190.983871	275.372093	3	Technology	0.6	695.96
1012.397661	196.7272727	541	3	Technology	0.51	821.58
1425.889853	75.96226415	251.625	6	Technology	1.88	1748.34
1422.978851	66.34265734	431.2272727	5	Technology	2.14	1677.97
1245.094604	67.04716981	273.3461538	6	Technology	1.86	1584
1640.669153	70.46116505	329.8863636	6	Technology	2.33	1517.24
1366.177251	64.35833333	454.2941176	6	Technology	2.12	1714.29
911.340608	19.16803279	30.17419355	10	Technology	4.75	13214.31
768.3434797	13.94186047	32.84931507	10	Technology	5.51	16360.57
607.9960995	13.85555556	19.484375	9	Technology	4.39	1717.68
648.9141675	14.59302326	22.01754386	9	Technology	4.45	1700.91
555.9642669	17.06451613	24.04545455	9	Technology	3.26	1752.98
1768.711088	76.29714286	534.08	5	Technology	2.32	1596.77
1758.333333	123.0833333	369.25	3	Technology	1.43	2400
1129.568653	155.9318182	240.7368421	4	Technology	0.72	881.96
1794.158554	73.87665198	729.1304348	4	Technology	2.43	1453.21
1851.447297	62.77777778	260.7692308	6	Technology	2.95	4525.71
1785.334967	67.75968992	374.6142857	5	Technology	2.63	1399.29
2196.498054	69.12244898	564.5	5	Technology	3.18	4020.3
537.5471151	16.10173697	22.07142857	10	Technology	3.34	9816.34
706.0350422	37.51724138	64	8	Technology	1.88	24110.32
601.7173052	14.01538462	27.60606061	9	Technology	4.29	18571.46
846.6639039	13.09615385	18.65753425	10	Technology	6.46	9746.72
715.7319146	13.3415978	19.88911704	10	Technology	5.36	9678.08
538.9500423	13.26041667	18.79957806	10	Technology	4.06	14023.35
765.8911889	13.79867987	21.11616162	10	Technology	5.55	16360.57
398.8139362	11.61151079	15.66990291	10	Technology	3.43	1209.8
438.2901866	13.73584906	17.75609756	10	Technology	3.19	1331.72
521.92	11.65	16.47474747	9	Technology	4.48	1227.09
461.3130129	13.11666667	18.09195402	10	Technology	3.52	1291.67
458.0218516	13.61538462	19.19277108	10	Technology	3.36	1226.91
450.7814642	12.54961832	16.7755102	10	Technology	3.59	1253.78
540.0355872	14.80487805	19.90163934	9	Technology	3.65	1771.05
622.9260935	16.30263158	22.94444444	9	Technology	3.82	1700.91
514.0144665	12.09574468	15.79166667	9	Technology	4.25	1789.5
676.8115942	19.06122449	28.3030303	9	Technology	3.55	1867.04
600	25.38461538	33	9	Technology	2.36	2120.59
394.04381	10.26282051	13.45378151	10	Technology	3.84	1218.38
517.4346202	14.20512821	18.26373626	10	Technology	3.64	1235.91
477.086743	13.88095238	25.34782609	9	Technology	3.44	1700.91
1363.810519	164.8631579	270.0344828	4	Technology	0.83	1247.24
1436.440678	185.9032258	371.8064516	4	Technology	0.77	1255.15
1290.225911	164.6176471	466.4166667	3	Technology	0.78	1540.86
1151.933145	200.7192982	254.2444444	3	Technology	0.57	1159.59
880.9431774	227.9	284.875	2	Technology	0.39	1667.37
1959.272097	251.2222222	376.8333333	3	Technology	0.78	1917.68
1765.744083	186	240.1090909	4	Technology	0.95	1173.33
1003.04414	219.6666667	346.8421053	3	Technology	0.46	1269.23
1022.256332	201.0566038	304.4571429	3	Technology	0.51	1313.43
1152.988855	211.7209302	455.2	2	Technology	0.54	1344.65
1115.599751	228.4545455	359	3	Technology	0.49	1243.33
1242.714691	219.0378788	340.1529412	3	Technology	0.57	1146.16
694.4444444	44.64285714	125	6	Technology	1.56	1272.53
666.3078579	44.21428571	77.375	7	Technology	1.51	1218.38
454.1131717	16.18644068	24.48717949	9	Technology	2.81	987.31
669.6730552	19.16129032	25.82608696	8	Technology	3.49	1145.28
772.8983689	34.22222222	51.33333333	8	Technology	2.26	1311.39
487.7929688	19.21153846	29.38235294	9	Technology	2.54	981.53
665.8932715	33.76470588	63.77777778	7	Technology	1.97	1244.7
661.6702355	32.52631579	51.5	7	Technology	2.03	1272.36
565.496787	16.34285714	25.42222222	9	Technology	3.46	993.02
765.7068063	29.25	41.78571429	7	Technology	2.62	1244.87
587.8136201	25.89473684	49.2	9	Technology	2.27	1235.91
536.4689843	20.17948718	34.2173913	9	Technology	2.66	1010.54
661.1675127	26.05	47.36363636	7	Technology	2.54	1263.18
639.6957123	21.02272727	28.90625	8	Technology	3.04	998.79
469.4621696	14.71428571	22.39130435	9	Technology	3.19	993.02
647.9321315	32.15789474	47	7	Technology	2.01	1272.53
673.3780761	23.15384615	33.44444444	8	Technology	2.91	1272.53
697.0474968	38.78571429	49.36363636	6	Technology	1.8	1311.39
465.0645305	16.58730159	24.30232558	9	Technology	2.8	1060.44
678.3042394	45.33333333	68	7	Technology	1.5	1363.24
659.4724221	16.17647059	22.2972973	9	Technology	4.08	981.53
749.6654334	18.45542636	30.32802548	10	Technology	4.06	7509.77
970.2760085	32.97938144	49.21538462	9	Technology	2.94	8431.21
915.2371342	23.05932203	36.0397351	9	Technology	3.97	7509.77
688.7106241	42.92682927	62.85714286	7	Technology	1.6	12493.53
524.8242293	19.02745098	27.56818182	9	Technology	2.76	7509.77
503.3283451	19.43027888	29.64741641	9	Technology	2.59	7509.77
1527.50154	163.745283	267.0307692	3	Technology	0.93	1231.73
1188.740821	156.1071429	273.1875	3	Technology	0.76	1523.08
1494.04633	168.3170732	530.8461538	3	Technology	0.89	1555.99
832.967033	16.55825243	37.07608696	10	Technology	5.03	9477.85
755.8028617	16.06081081	34.95588235	10	Technology	4.71	9610.41
896.049896	18.41880342	44.89583333	9	Technology	4.86	9678.08
951.417004	28.58108108	68.22580645	9	Technology	3.33	9678.08
591.4730209	15.4025641	28.74162679	9	Technology	3.84	9477.85
767.3971549	18.91943128	33.83050847	10	Technology	4.06	9412.93
727.6995305	40.3	106.0526316	7	Technology	1.81	9543.67
646.7576792	32.02816901	54.14285714	8	Technology	2.02	9610.41
712.3546055	30.62162162	66.64705882	8	Technology	2.33	9412.93
685.8195212	22.98765432	53.2	8	Technology	2.98	10031.3
635.2657005	18.78571429	37.57142857	9	Technology	3.38	1342.13
633.9393939	16.87096774	22.73913043	9	Technology	3.76	1282.03
811.5015974	39.07692308	84.66666667	7	Technology	2.08	1374.14
586.3746959	14.17647059	25.36842105	8	Technology	4.14	1301.45
564.2775882	13.05263158	27.55555556	9	Technology	4.32	1272.53
515.7159488	13.02941176	20.13636364	9	Technology	3.96	1263
663.6225266	22.94736842	62.28571429	8	Technology	2.89	1363.43
474.4444444	10.675	17.08	9	Technology	4.44	1311.39
683.3073323	20.85714286	54.75	8	Technology	3.28	1408.13
571.2290503	17.7826087	31.46153846	9	Technology	3.21	1352.5
666.0649819	61.5	123	7	Technology	1.08	1321.29
670.9558824	40.55555556	73	7	Technology	1.65	1342.13
593.3544304	13.88888889	22.05882353	8	Technology	4.27	1331.72
618.5383244	34.7	69.4	7	Technology	1.78	1301.27
613.0136986	27.53846154	44.75	7	Technology	2.23	1363.43
664.0926641	31.27272727	49.14285714	7	Technology	2.12	1331.72
642.4474187	16.8	48	8	Technology	3.82	1408.13
630.2681992	25.30769231	65.8	8	Technology	2.49	1396.68
585.4545455	14	53.66666667	9	Technology	4.18	1431.4
584.2911877	19.0625	43.57142857	8	Technology	3.07	1396.68
1000.569557	163.4186047	305.5217391	3	Technology	0.61	1389.47
826.4110756	172.4444444	776	4	Technology	0.48	2357.14
1281.135243	161.7284768	230.3867925	5	Technology	0.79	1163
908.3889816	136.03125	435.3	3	Technology	0.67	1514.34
1320.409122	155.2331288	210.8583333	4	Technology	0.85	1226.01
2346.294307	151.6944444	254	6	Technology	1.55	2297.98
1548.54713	136.5625	273.125	4	Technology	1.13	2755.34
1689.161554	123.9	275.3333333	4	Technology	1.36	2384.87
748.0818414	117	292.5	3	Technology	0.64	5457.69
2168.002419	177	247.1896552	4	Technology	1.22	2064
1338.896952	167.7272727	307.5	3	Technology	0.8	2627.78
1717.918491	208.1836735	318.78125	4	Technology	0.83	2133.83
1682.130816	183.4264706	265.3829787	5	Technology	0.92	2141.89
1865.944143	251.4831461	497.3777778	3	Technology	0.74	2086.76
1338.382261	158.7222222	214.275	3	Technology	0.84	2102.22
1327.030925	169.0204082	360.0869565	4	Technology	0.79	2166.41
1799.111718	119.6818182	207.8684211	5	Technology	1.5	2079.12
1511.485043	120.4042553	246.0434783	5	Technology	1.26	2252.38
1846.999155	128.5294118	437	4	Technology	1.44	3440
713.4903052	47.52715705	111.9798903	5	Technology	1.5	10560
768.0791717	78.10897436	127.2584856	2	Technology	0.98	3926.33
526.046348	73.1576087	129.4326923	2	Technology	0.72	4074.68
681.8248282	126.027027	233.15	1	Technology	0.54	8888.18
539.1310169	101.9367089	196.4146341	2	Technology	0.53	4032.67
492.4795113	81.15730337	148.6213992	2	Technology	0.61	3876.06
510.9254648	86.10196078	150.3835616	2	Technology	0.59	3894.97
846.4398639	114.0388994	163.3111413	4	Technology	0.74	9698.47
976.3096218	263.4700855	474.2461538	3	Technology	0.37	29375.72
1106.685366	101.9241012	168.9735099	6	Technology	1.09	25666.67
911.8997997	129.2552581	180.5086782	3	Technology	0.71	10204.82
1276.983637	247.5961003	493.8166667	3	Technology	0.52	29375.72
840.2614057	117.5924765	158.278481	4	Technology	0.71	9625
864.9838845	121.5008292	191.5424837	4	Technology	0.71	9735.63
789.800995	50.8	92.92682927	6	Technology	1.55	5940
856.1721404	84	252	7	Technology	1.02	7542.86
1147.597576	215.7483444	525.4516129	3	Technology	0.53	29546.51
937.8881988	68.63636364	251.6666667	6	Technology	1.37	15085.71
947.0350724	45.31060606	69.54651163	7	Technology	2.09	9504
760.5437435	21.71144279	34.36220472	8	Technology	3.5	7920
727.6233223	93.02228412	184.5027624	3	Technology	0.78	38455.49
816.8455685	64.8693609	114.0842975	4	Technology	1.26	56379.66
700.697612	88.52542373	261.15	4	Technology	0.79	76468.97
594.7624871	66.03017241	140.5412844	3	Technology	0.9	41867.84
796.7024172	85.81034483	207.375	3	Technology	0.93	89660.38
678.1109709	54.00127226	103.6507937	4	Technology	1.26	79200
1259.098787	44.03030303	242.1666667	4	Technology	2.86	37413.13
734.2840267	41.63636364	131.8484848	5	Technology	1.76	26666.81
672.0769033	47.88821138	100.6880342	4	Technology	1.4	21064.54
760.7219096	46.11764706	145.1851852	4	Technology	1.65	18033.67
890.103218	43.11764706	293.2	4	Technology	2.06	18990
731.1190194	44.47766323	152.2705882	5	Technology	1.64	25320
1220.144496	46.30645161	574.2	4	Technology	2.63	30200.96
1253.964497	43.42622951	211.92	4	Technology	2.89	26953.55
914.6613191	53.77729258	195.4761905	4	Technology	1.7	10576.71
727.2108844	48.59090909	267.25	4	Technology	1.5	34338.08
802.3935684	61.41958042	214.2195122	3	Technology	1.31	11291.35
757.3899462	45.62020906	143.8791209	5	Technology	1.66	25320
